City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
343,Severo-Yeniseyskiy,RU,60.3725,93.0408,47.5,90,97,9.42,overcast clouds
344,Ahipara,NZ,-35.1667,173.1667,55.11,89,100,15.55,light rain
345,Manica,FR,49.0,-1.1667,63.09,67,84,4.59,broken clouds
346,Palmer,US,42.1584,-72.3287,95.92,36,20,6.91,few clouds
347,Klaksvik,FO,62.2266,-6.589,50.92,89,99,15.99,overcast clouds
348,Saint-Joseph,RE,-21.3667,55.6167,68.52,82,49,13.67,light rain
349,Tavda,RU,58.0425,65.2726,57.45,71,100,3.65,overcast clouds
350,Kargasok,RU,59.0556,80.8572,54.27,67,100,5.46,overcast clouds
351,Hambantota,LK,6.1241,81.1185,79.25,79,88,18.77,overcast clouds
352,Masuguru,TZ,-11.3667,38.4167,73.0,57,58,6.24,broken clouds
353,Carrickfergus,GB,54.7158,-5.8058,68.76,92,100,14.97,overcast clouds
354,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,88,40,10.36,scattered clouds
355,Sisimiut,GL,66.9395,-53.6735,45.5,86,100,4.92,overcast clouds
356,Stillwater,US,36.1156,-97.0584,105.85,20,24,15.28,few clouds
357,Santa Maria,BR,-29.6842,-53.8069,72.7,78,0,8.05,clear sky
358,Deputatskiy,RU,69.3,139.9,50.16,67,49,5.14,scattered clouds
359,Niquero,CU,20.0431,-77.5828,86.04,66,100,4.63,overcast clouds
360,Elko,US,41.0002,-115.5012,90.57,6,7,13.82,clear sky
361,Chipata,ZM,-13.6333,32.65,63.82,55,100,4.68,overcast clouds
362,Kargil,IN,34.5667,76.1,62.71,53,93,6.82,overcast clouds
363,Purranque,CL,-40.9167,-73.1667,52.93,90,100,4.81,overcast clouds
364,Doka,SD,13.5167,35.7667,73.06,82,100,15.59,light rain
365,Ballina,AU,-28.8667,153.5667,55.02,95,73,10.87,broken clouds
366,Thompson,CA,55.7435,-97.8558,64.56,55,75,8.05,broken clouds
367,Lumby,CA,50.2498,-118.969,82.18,42,15,4.61,few clouds
368,Hammond,US,41.5834,-87.5,79.03,75,0,16.11,clear sky
369,Synya,RU,65.3718,58.0387,46.78,96,49,4.09,scattered clouds
370,Vao,NC,-22.6667,167.4833,74.17,86,98,19.17,overcast clouds
371,Inverness,GB,57.4791,-4.224,62.8,90,75,3.44,broken clouds
372,Shirpur,IN,21.35,74.8833,75.83,91,100,11.18,light rain
373,Madingou,CG,-4.1536,13.55,80.71,58,82,3.22,broken clouds
374,Rawlins,US,41.7911,-107.2387,85.14,19,96,14.65,overcast clouds
375,Salina,US,38.8403,-97.6114,106.48,18,5,22.44,clear sky
376,Banikoara,BJ,11.2985,2.4386,74.95,91,100,4.61,overcast clouds
377,Lieksa,FI,63.3167,30.0167,56.86,95,71,7.23,broken clouds
378,Sola,VU,-13.8833,167.55,79.97,77,9,9.31,clear sky
379,Krasnyy Yar,RU,46.5331,48.3456,66.13,59,100,10.78,overcast clouds
380,Filingue,NE,14.3521,3.3168,93.45,40,97,7.25,light rain
381,Padang,ID,-0.9492,100.3543,76.89,87,99,4.94,overcast clouds
382,Biloela,AU,-24.4167,150.5,51.8,85,0,6.26,clear sky
383,Astaneh-Ye Ashrafiyeh,IR,37.2596,49.9444,73.33,73,0,0.72,clear sky
384,Marsa Matruh,EG,31.3525,27.2453,79.0,78,0,9.22,clear sky
385,Ponta Delgada,PT,37.7333,-25.6667,72.32,83,40,5.75,scattered clouds
386,Plettenberg Bay,ZA,-34.0527,23.3716,53.91,75,75,13.04,broken clouds
387,Sorland,NO,67.667,12.6934,53.46,85,82,10.45,broken clouds
388,Belyy Yar,RU,53.6039,91.3903,53.85,94,4,2.24,mist
389,Rawson,AR,-43.3002,-65.1023,40.32,96,100,14.05,light rain
390,San Ramon,US,37.7799,-121.978,87.82,45,0,8.05,clear sky
391,Shediac,CA,46.2198,-64.5411,87.53,37,0,8.9,clear sky
392,Lodja,CD,-3.4833,23.4333,75.47,65,8,2.59,clear sky
393,Vestmannaeyjar,IS,63.4427,-20.2734,54.52,86,100,7.14,overcast clouds
394,Eureka,US,40.8021,-124.1637,85.68,76,53,4.0,broken clouds
395,Dabat,ET,12.9842,37.765,56.64,87,100,2.71,light rain
396,Peabiru,BR,-23.9128,-52.3431,77.97,46,24,2.95,few clouds
397,Mount Gambier,AU,-37.8333,140.7667,49.91,100,100,10.36,overcast clouds
398,Ketchikan,US,55.3422,-131.6461,57.67,88,100,12.66,overcast clouds
399,Baykit,RU,61.67,96.37,59.63,97,100,2.42,overcast clouds
400,Srandakan,ID,-7.9386,110.2506,75.0,88,87,7.67,overcast clouds
401,Pisco,PE,-13.7,-76.2167,63.86,75,72,5.12,broken clouds
402,Neiafu,TO,-18.65,-173.9833,74.08,94,75,5.75,broken clouds
403,Tiksi,RU,71.6872,128.8694,47.52,83,35,2.93,scattered clouds
404,Brovst,DK,57.0956,9.528,58.96,77,100,11.5,overcast clouds
405,Kachug,RU,53.9606,105.8817,57.06,96,100,0.43,light rain
406,Krasnyy Luch,UA,48.1395,38.9371,60.03,77,23,6.96,few clouds
407,Pokaran,IN,26.9167,71.9167,83.21,77,100,3.83,overcast clouds
408,Pokhara,NP,28.2333,83.9833,71.38,88,89,3.31,overcast clouds
409,Puerto Del Rosario,ES,28.5004,-13.8627,82.15,69,99,5.75,overcast clouds
410,Samarai,PG,-10.6167,150.6667,79.3,83,81,13.73,broken clouds
411,Faya,SA,18.3851,42.4509,66.31,63,100,2.91,moderate rain
412,Betanzos,ES,43.2804,-8.2147,77.65,73,0,4.61,clear sky
413,Palana,RU,59.1167,159.9667,48.43,77,32,11.52,scattered clouds
414,Santa Rosa,PH,14.3122,121.1114,78.69,89,100,2.33,overcast clouds
415,Oranjemund,NA,-28.55,16.4333,54.43,79,0,21.43,clear sky
416,Selma,US,36.5708,-119.6121,95.34,22,0,5.75,clear sky
417,Oksfjord,NO,70.2396,22.3479,54.0,95,100,8.97,overcast clouds
418,Molln,DE,53.6333,10.6833,56.3,77,1,6.85,clear sky
419,Boyolangu,ID,-8.1181,111.8935,72.55,92,90,6.24,overcast clouds
420,Jardim,BR,-21.4803,-56.1381,90.25,23,100,5.21,overcast clouds
421,Henties Bay,NA,-22.116,14.2845,56.39,84,0,3.96,clear sky
422,Price,US,39.5994,-110.8107,91.11,17,0,0.0,clear sky
423,Kruisfontein,ZA,-34.0033,24.7314,50.88,71,12,16.04,few clouds
424,Hasilpur,PK,29.7122,72.5553,89.04,66,100,7.07,overcast clouds
425,Cockburn Town,TC,21.4612,-71.1419,82.17,71,16,18.75,few clouds
426,Kulpahar,IN,25.3167,79.65,84.9,72,100,7.4,heavy intensity rain
427,Wlodawa,PL,51.55,23.55,73.94,65,93,3.24,light rain
428,Auki,SB,-8.7676,160.7034,76.84,88,20,3.58,few clouds
429,Kirakira,SB,-10.4544,161.9205,78.03,84,46,5.48,scattered clouds
430,Tocopilla,CL,-22.092,-70.1979,63.93,72,19,8.61,few clouds
431,Almaty,KZ,43.25,76.95,76.91,34,20,4.47,few clouds
432,Prince Rupert,CA,54.3161,-130.3201,57.29,79,100,3.44,overcast clouds
433,Nuuk,GL,64.1835,-51.7216,63.21,42,75,6.91,broken clouds
434,Valkeala,FI,60.9401,26.7979,64.8,94,75,4.61,broken clouds
435,Leshukonskoye,RU,64.8989,45.7622,54.39,98,100,6.8,heavy intensity rain
436,Mosquera,CO,4.7059,-74.2302,66.29,48,75,4.61,broken clouds
437,Port Augusta,AU,-32.5,137.7667,49.03,70,0,5.48,clear sky
438,Waddan,LY,29.1614,16.139,83.97,30,0,16.11,clear sky
439,Longyearbyen,SJ,78.2186,15.6401,48.04,93,75,9.22,broken clouds
440,Peleduy,RU,59.6289,112.7406,68.63,82,9,2.73,clear sky
441,Atkinson,US,42.8384,-71.147,95.74,23,19,6.64,few clouds
442,Gamboma,CG,-1.8764,15.8644,77.72,71,100,3.18,light rain
443,Pacifica,US,37.6138,-122.4869,81.0,83,20,14.97,mist
444,Caravelas,BR,-17.7125,-39.2481,73.15,70,0,6.49,clear sky
445,Ust-Kuyga,RU,70.0167,135.6,61.47,73,37,3.69,scattered clouds
446,Shieli,KZ,44.1667,66.75,89.87,22,31,13.96,scattered clouds
447,Guasdualito,VE,7.2424,-70.7324,89.56,62,20,5.75,few clouds
448,Saint-Augustin,CA,51.226,-58.6502,63.09,89,91,10.0,overcast clouds
449,Salalah,OM,17.0151,54.0924,77.09,94,75,6.91,broken clouds
450,Udachnyy,RU,66.4167,112.4,61.45,87,65,9.53,broken clouds
451,Namatanai,PG,-3.6667,152.4333,78.13,79,9,5.28,clear sky
452,Kroonstad,ZA,-27.6504,27.2349,51.8,61,64,6.22,broken clouds
453,Bhawanipatna,IN,19.9,83.1667,76.01,92,100,3.62,overcast clouds
454,San Blas,MX,21.5167,-105.2667,87.82,58,13,8.03,few clouds
455,Neka,IR,36.6508,53.299,76.51,83,75,2.3,broken clouds
456,Yatou,CN,37.15,122.3833,70.5,93,31,9.4,scattered clouds
457,Hakodate,JP,41.7758,140.7367,68.86,87,100,4.54,overcast clouds
458,Key West,US,24.5557,-81.7826,85.06,72,41,14.5,scattered clouds
459,Ponferrada,ES,42.5466,-6.5962,77.74,45,0,2.71,clear sky
460,Acari,PE,-15.4311,-74.6158,71.91,53,52,8.59,broken clouds
461,Rio Blanco,MX,18.8333,-97.15,74.7,75,100,8.25,overcast clouds
462,Elizabeth City,US,36.2946,-76.2511,97.05,62,0,13.8,clear sky
463,Tukrah,LY,32.5341,20.5791,79.3,76,0,13.18,clear sky
464,Fayaoue,NC,-20.65,166.5333,77.0,86,0,15.17,clear sky
465,Juneau,US,58.3019,-134.4197,52.38,99,100,2.08,overcast clouds
466,Goroka,PG,-6.0834,145.3873,57.58,96,84,1.16,broken clouds
467,Half Moon Bay,US,37.4636,-122.4286,82.06,70,75,14.97,mist
468,Manaure,CO,11.7751,-72.4445,89.42,48,8,16.02,clear sky
469,Itacare,BR,-14.2775,-38.9967,72.45,89,99,10.47,overcast clouds
470,Shorewood,US,41.52,-88.2017,81.23,76,0,16.11,clear sky
471,Marzuq,YE,14.4,46.4667,81.59,55,17,5.37,few clouds
472,Makakilo City,US,21.3469,-158.0858,82.72,57,20,12.66,few clouds
473,Cabot,US,34.9745,-92.0165,99.86,38,20,6.91,few clouds
474,Enshi,CN,30.3,109.4833,70.86,88,46,1.66,scattered clouds
475,Ruidoso,US,33.3317,-105.673,86.95,28,75,12.66,broken clouds
476,Klyuchi,RU,52.2667,79.1667,61.11,77,57,3.33,broken clouds
477,Golaghat,IN,26.5167,93.9667,76.14,94,98,4.34,overcast clouds
478,Teguldet,RU,57.3064,88.1667,52.63,84,86,3.53,overcast clouds
479,Camabatela,AO,-8.1881,15.375,69.53,62,100,3.94,overcast clouds
480,Tuatapere,NZ,-46.1333,167.6833,38.43,94,65,2.86,broken clouds
481,Crotone,IT,39.0851,17.1178,81.01,67,0,8.97,clear sky
482,Chapleau,CA,47.8405,-83.4034,77.63,39,100,11.63,overcast clouds
483,Reconquista,AR,-29.15,-59.65,79.83,59,99,5.75,moderate rain
484,Necochea,AR,-38.5473,-58.7368,59.11,73,100,1.1,overcast clouds
485,Coahuayana,MX,18.7333,-103.6833,87.01,63,100,5.48,overcast clouds
486,Zhicheng,CN,30.2956,111.5047,74.66,96,22,0.83,few clouds
487,Kribi,CM,2.95,9.9167,75.06,82,92,6.22,overcast clouds
488,Puerto Lleras,CO,3.0223,-73.4044,76.05,94,99,2.04,overcast clouds
489,Carbonia,IT,39.1672,8.5222,88.45,46,0,4.65,clear sky
490,Talnakh,RU,69.4865,88.3972,67.21,67,96,5.26,overcast clouds
491,Umm Lajj,SA,25.0213,37.2685,87.46,54,100,9.66,overcast clouds
492,Berdigestyakh,RU,62.0989,126.6992,59.2,88,5,1.61,clear sky
493,Kajaani,FI,64.2273,27.7285,59.05,94,0,1.14,clear sky
494,Townsville,AU,-19.25,146.8,56.28,94,75,5.75,broken clouds
495,Mwinilunga,ZM,-11.7358,24.4293,63.73,35,58,4.32,broken clouds
496,Rio Gallegos,AR,-51.6226,-69.2181,30.15,85,5,10.45,clear sky
497,Kununurra,AU,-15.7667,128.7333,62.55,22,3,4.27,clear sky
498,Cadillac,US,44.2519,-85.4012,91.67,26,26,9.57,scattered clouds
499,Honningsvag,NO,70.9821,25.9704,50.68,89,100,20.49,overcast clouds
500,Margate,GB,51.3813,1.3862,70.7,56,95,1.99,overcast clouds
501,Miri,MY,4.4148,114.0089,77.38,87,91,1.36,overcast clouds
502,Kunszentmarton,HU,46.8392,20.2888,84.22,44,82,18.19,broken clouds
503,Baruun-Urt,MN,46.6806,113.2792,64.56,46,100,9.86,overcast clouds
504,Laguna,US,38.421,-121.4238,93.31,37,0,5.75,clear sky
505,Kosh-Agach,RU,50.0,88.6667,46.35,71,8,2.24,clear sky
506,Vallenar,CL,-28.5708,-70.7581,67.51,50,0,5.3,clear sky
507,Mezen,RU,65.8522,44.24,54.37,84,100,4.52,light rain
508,Igarka,RU,67.4667,86.5833,58.78,84,55,10.07,broken clouds
509,Langsa,ID,4.4683,97.9683,73.24,97,100,2.33,overcast clouds
510,Goundi,TD,9.3627,17.366,75.47,83,81,2.3,broken clouds
511,Yuli,NG,9.6989,10.2744,72.66,90,78,5.59,broken clouds
512,Beloha,MG,-25.1667,45.05,66.97,73,18,5.03,few clouds
513,Teya,RU,60.3778,92.6267,50.23,90,86,7.4,overcast clouds
514,Inhambane,MZ,-23.865,35.3833,66.18,88,20,4.61,few clouds
515,Awbari,LY,26.5921,12.7805,86.0,20,0,10.04,clear sky
516,Beringovskiy,RU,63.05,179.3167,44.78,84,100,16.24,overcast clouds
517,Otane,NZ,-39.8833,176.6333,42.01,89,100,1.54,overcast clouds
518,Pedasi,PA,7.5333,-80.0333,80.73,75,98,3.74,overcast clouds
519,Dongsheng,CN,39.8161,109.9776,67.89,49,0,15.26,clear sky
520,Camopi,GF,3.1655,-52.3158,77.61,92,96,3.53,overcast clouds
521,Yaval,IN,21.1667,75.7,75.29,93,100,10.42,overcast clouds
522,San Cristobal,VE,7.7669,-72.225,78.98,37,20,7.36,few clouds
523,Yambio,SS,4.5721,28.3955,69.33,96,94,1.43,overcast clouds
524,Uhlove,UA,44.8215,33.6045,71.02,74,30,5.86,scattered clouds
525,Tibati,CM,6.4667,12.6333,66.88,95,100,2.91,light rain
526,Dunedin,NZ,-45.8742,170.5036,42.8,69,3,4.0,clear sky
527,Fomboni,KM,-12.28,43.7425,75.69,74,19,11.61,few clouds
528,Mount Isa,AU,-20.7333,139.5,44.37,76,0,0.0,clear sky
529,Varangaon,IN,21.0167,75.9,75.25,93,100,10.89,overcast clouds
530,Ixtapa,MX,20.7,-105.2,91.22,63,20,5.01,few clouds
531,Busia,UG,0.4544,34.0758,64.81,87,16,1.3,few clouds
532,Banihal,IN,33.4167,75.2,67.87,92,100,2.98,overcast clouds
533,Atambua,ID,-9.1061,124.8925,64.24,79,100,5.35,overcast clouds
534,Muroran,JP,42.3172,140.9881,66.06,92,100,10.02,overcast clouds
535,Sabha,LY,27.0377,14.4283,85.6,21,0,10.16,clear sky
536,Bowen,AU,-20.0167,148.2333,59.23,90,2,7.0,clear sky
537,Albox,ES,37.3886,-2.1495,82.35,45,2,3.76,clear sky
538,Qostanay,KZ,53.1667,63.5833,65.89,68,38,0.18,scattered clouds
539,Carballo,ES,43.213,-8.691,76.42,93,1,3.62,clear sky
540,Cairo,EG,30.0626,31.2497,84.96,58,0,11.5,clear sky
541,Kiunga,PG,-6.1219,141.2906,73.6,99,100,1.88,moderate rain
542,Mahalapye,BW,-23.1041,26.8142,62.76,45,42,7.7,scattered clouds
543,Batemans Bay,AU,-35.7167,150.1833,50.09,93,25,4.12,scattered clouds
544,Gorontalo,ID,0.5412,123.0595,74.44,93,34,4.85,scattered clouds
545,San Quintin,MX,30.4833,-115.95,71.92,64,48,10.36,scattered clouds
546,Bambanglipuro,ID,-7.95,110.2833,74.71,88,81,7.81,broken clouds
547,Banganapalle,IN,15.3167,78.2333,79.48,74,100,14.38,overcast clouds
548,Beaverlodge,CA,55.2166,-119.4361,79.95,29,89,10.42,overcast clouds
549,Denpasar,ID,-8.65,115.2167,73.71,76,70,8.59,broken clouds
550,Cap Malheureux,MU,-19.9842,57.6142,70.47,72,45,5.99,scattered clouds
551,La Asuncion,VE,11.0333,-63.8628,87.53,58,0,14.97,clear sky
552,Oktyabrskiy,RU,54.4815,53.471,63.05,84,19,3.44,few clouds
553,Karratha,AU,-20.7377,116.8463,62.11,44,0,11.07,clear sky
554,Krasnogorsk,RU,55.8225,37.3181,68.5,64,28,3.18,scattered clouds
555,Okhotsk,RU,59.3833,143.3,58.37,95,100,11.83,light rain
556,Vanimo,PG,-2.6741,141.3028,77.09,92,72,3.78,broken clouds
557,Tiznit,MA,29.5833,-9.5,89.11,25,88,3.58,overcast clouds
558,Pangoa,PE,-12.1167,-73.0,86.76,44,44,5.64,scattered clouds
559,Moyale,KE,3.5167,39.0584,70.14,57,100,17.2,overcast clouds
560,Thessalon,CA,46.2501,-83.5666,84.49,52,100,8.39,overcast clouds
561,Marrakesh,MA,31.6315,-8.0083,102.27,21,40,8.05,scattered clouds
562,Bogande,BF,12.9714,-0.1436,85.44,60,98,9.17,overcast clouds
563,Turgutlu,TR,38.4953,27.6997,75.72,31,0,1.48,clear sky
564,Roald,NO,62.5833,6.1333,55.87,81,100,4.7,overcast clouds
565,Cartagena,CO,10.3997,-75.5144,78.42,89,75,12.66,thunderstorm
566,Haines Junction,CA,60.7522,-137.5108,62.55,42,92,5.75,overcast clouds
567,Nemuro,JP,43.3236,145.575,60.06,95,98,10.25,overcast clouds
568,Salekhard,RU,66.53,66.6019,52.86,65,53,4.59,broken clouds
569,Sao Joao Da Barra,BR,-21.6403,-41.0511,78.89,82,4,16.31,clear sky
570,Labuhan,ID,-6.8844,112.2051,75.72,84,79,6.31,broken clouds
571,Aleksandrovka,UA,46.8383,32.7612,71.96,42,1,7.54,clear sky
572,Marinette,US,45.1,-87.6307,90.05,35,0,12.66,clear sky
573,Vittoria,IT,36.9537,14.5332,76.82,71,0,1.66,clear sky
574,Fort-Shevchenko,KZ,44.5086,50.263,75.31,64,37,11.34,scattered clouds
575,Lamu,KE,-2.2717,40.902,75.42,80,2,18.66,clear sky
576,Gweta,BW,-20.1833,25.2333,69.58,34,88,6.38,overcast clouds
577,Daru,PG,-9.0763,143.2092,76.19,91,92,14.25,overcast clouds
578,Shadrinsk,RU,56.0852,63.6335,59.22,65,100,2.77,overcast clouds
579,Sandwick,GB,60.0,-1.25,55.22,76,75,13.8,broken clouds
580,Grindavik,IS,63.8424,-22.4338,52.27,87,75,10.36,broken clouds
581,Pasni,PK,25.2631,63.471,82.38,83,100,13.73,overcast clouds
582,Nome,US,64.5011,-165.4064,47.16,93,100,10.36,light rain
583,Ishigaki,JP,24.3448,124.1572,82.53,94,40,9.22,scattered clouds
584,Srednekolymsk,RU,67.45,153.6833,56.12,44,3,10.69,clear sky
585,Yining,CN,29.0361,114.5636,76.51,95,93,1.1,overcast clouds
586,Basqal,AZ,40.7552,48.391,64.89,69,98,4.32,overcast clouds
587,Velykoploske,UA,47.0125,29.6717,71.65,38,0,7.96,clear sky
588,Mecca,SA,21.4267,39.8261,91.54,45,76,2.1,broken clouds
589,Korla,CN,41.7597,86.1469,86.67,17,0,2.06,clear sky
590,Villa Carlos Paz,AR,-31.4241,-64.4978,77.4,32,0,8.99,clear sky
591,Turtas,RU,58.9417,69.1325,47.89,86,22,5.1,few clouds
592,Black River,JM,18.0264,-77.8487,84.49,71,100,6.51,light rain
593,San Jose,US,37.3394,-121.895,87.26,49,20,9.22,few clouds
594,Lakselv,NO,70.0513,24.9718,55.22,71,100,13.8,overcast clouds
595,Bougouni,ML,11.417,-7.479,76.05,84,72,6.76,light rain
596,Salinopolis,BR,-0.6136,-47.3561,81.18,80,98,9.91,overcast clouds
597,Gazanjyk,TM,39.2446,55.5154,81.19,52,8,13.15,clear sky
598,Erzin,TR,36.9559,36.2,76.89,64,0,1.19,clear sky
599,Piedras Negras,MX,28.7,-100.5167,100.27,35,1,14.36,clear sky
600,Lubango,AO,-14.9172,13.4925,60.17,38,2,5.61,clear sky
601,Ahuimanu,US,21.4447,-157.8378,83.91,64,40,12.66,scattered clouds
602,Bergen,NO,60.392,5.328,61.07,88,75,8.05,broken clouds
603,Dong Hoi,VN,17.4833,106.6,78.53,88,2,3.62,clear sky
604,Zaraza,VE,9.3503,-65.3245,92.91,39,19,7.07,few clouds
605,Pacific Grove,US,36.6177,-121.9166,67.01,81,40,10.36,scattered clouds
606,Loyga,RU,61.0784,44.6075,65.32,80,7,5.59,clear sky
607,Skibbereen,IE,51.55,-9.2667,63.1,90,91,18.86,overcast clouds
608,North Platte,US,41.1239,-100.7654,101.12,27,0,6.91,clear sky
609,Batalha,BR,-9.6778,-37.1247,73.71,85,89,10.38,overcast clouds
610,Saint-Ambroise,CA,48.5501,-71.3324,82.72,44,64,10.36,broken clouds
611,Faanui,PF,-16.4833,-151.75,79.47,72,5,13.18,clear sky
612,Cururupu,BR,-1.8283,-44.8683,83.98,64,72,4.94,broken clouds
613,Brae,GB,60.3964,-1.353,53.49,85,100,12.01,overcast clouds
614,Waterloo,CA,43.4668,-80.5164,85.87,59,40,16.11,scattered clouds
615,Kawambwa,ZM,-9.7915,29.0791,64.58,43,46,5.03,scattered clouds
616,Blackfoot,US,43.1905,-112.345,92.05,7,42,8.7,scattered clouds
617,Alice Town,BS,25.7167,-79.3,84.09,73,2,14.47,clear sky
618,Emerald,AU,-23.5333,148.1667,51.35,84,0,6.62,clear sky
619,Jimeta,NG,9.2833,12.4667,75.04,87,93,4.12,overcast clouds
620,La Primavera,CO,5.4906,-70.4092,82.04,76,100,6.4,overcast clouds
621,Malindi,KE,-3.2175,40.1191,75.06,79,30,17.31,scattered clouds
622,Keti Bandar,PK,24.1447,67.4497,83.08,86,100,19.39,moderate rain
623,Buenos Aires,AR,-34.6132,-58.3772,61.2,94,47,5.99,scattered clouds
624,Yulara,AU,-25.2406,130.9889,57.09,38,0,5.7,clear sky
625,Suining,CN,30.508,105.5733,72.14,80,0,3.24,clear sky
626,Hastings,GB,50.8552,0.5729,69.89,73,92,10.98,overcast clouds
627,Cantaura,VE,9.3057,-64.3584,94.01,30,6,8.39,clear sky
628,Maningrida,AU,-12.0667,134.2667,55.54,85,99,7.0,overcast clouds
629,Kovernino,RU,57.1253,43.8142,65.77,77,18,4.18,few clouds
630,Lampa,CL,-33.2833,-70.9,68.77,45,9,4.61,clear sky
631,Belgrade,RS,44.804,20.4651,88.43,50,0,3.44,clear sky
632,Pitimbu,BR,-7.4706,-34.8086,79.39,82,73,15.5,broken clouds
633,Traverse City,US,44.7631,-85.6206,92.98,36,40,8.05,scattered clouds
634,Iqaluit,CA,63.7506,-68.5145,47.93,87,100,5.75,overcast clouds
635,Dongkan,CN,33.9997,119.8308,70.59,95,0,4.97,clear sky
636,Lempaala,FI,61.3167,23.75,61.25,88,100,8.05,overcast clouds
637,Dakar,SN,14.6937,-17.4441,78.93,94,75,4.61,thunderstorm with light rain
638,Zhangye,CN,38.9342,100.4517,74.44,27,5,7.52,clear sky
639,Darhan,MN,49.4867,105.9228,54.75,85,54,3.6,broken clouds
640,Mopipi,BW,-21.1833,24.8833,65.26,37,12,4.68,few clouds
641,Ucluelet,CA,48.9329,-125.5528,61.09,84,8,5.44,clear sky
642,Tucupita,VE,9.0622,-62.051,84.63,65,95,5.26,overcast clouds
643,Siguiri,GN,11.6667,-9.5,76.12,86,100,3.47,light rain
644,Hlotse,LS,-28.8718,28.045,46.49,78,75,3.02,broken clouds
645,Saint-Georges,GD,12.0564,-61.7485,85.68,66,20,16.11,few clouds
646,Maniitsoq,GL,65.4167,-52.9,45.43,87,82,5.77,broken clouds
647,Tecoanapa,MX,16.5167,-98.75,86.7,66,100,8.37,overcast clouds
648,Lermontovka,RU,47.1453,134.3383,61.21,97,21,1.81,few clouds
649,Namwala,ZM,-15.7504,26.4384,65.68,41,63,6.08,broken clouds
650,La Paz,BO,-16.5,-68.15,64.38,13,20,8.05,few clouds
651,Hearst,CA,49.6835,-83.6665,71.85,61,96,10.02,overcast clouds
652,Acapulco,MX,16.8634,-99.8901,86.94,66,100,5.53,overcast clouds
653,Kieta,PG,-6.2167,155.6333,77.99,84,3,5.19,clear sky
654,Waipawa,NZ,-41.4122,175.5153,42.3,87,100,4.07,overcast clouds
655,Ulladulla,AU,-35.35,150.4667,49.66,91,31,3.87,scattered clouds
656,Chihuahua,MX,28.5,-106.0,86.5,31,75,8.48,broken clouds
657,Khandyga,RU,62.6667,135.6,62.64,95,2,1.83,clear sky
658,Quatre Cocos,MU,-20.2078,57.7625,70.09,75,46,16.17,light rain
659,Mnogovershinnyy,RU,53.9353,139.9242,57.96,63,9,3.85,clear sky
660,Xam Nua,LA,20.4197,104.0439,65.48,99,20,1.97,few clouds
661,Birecik,TR,37.0294,37.9903,85.21,20,0,24.11,clear sky
662,Venado Tuerto,AR,-33.7456,-61.9688,77.4,52,6,7.09,clear sky
663,Luderitz,NA,-26.6481,15.1594,60.39,63,0,23.53,clear sky
664,Elmadag,TR,39.9208,33.2308,69.93,51,0,5.75,clear sky
665,Champerico,GT,14.3,-91.9167,83.39,72,66,7.85,broken clouds
666,Tashtagol,RU,52.7657,87.8894,50.14,96,18,2.26,few clouds
667,Whitley Bay,GB,55.0397,-1.4471,68.2,78,100,6.91,overcast clouds
668,Bilibino,RU,68.0546,166.4372,50.7,55,96,1.59,overcast clouds
669,Huarmey,PE,-10.0681,-78.1522,66.33,77,45,7.76,scattered clouds
670,Antalaha,MG,-14.9003,50.2788,66.74,83,33,6.62,light rain
671,Hualmay,PE,-11.0964,-77.6139,65.97,73,24,7.65,few clouds
672,Puerto Madryn,AR,-42.7692,-65.0385,43.59,97,100,10.31,overcast clouds
673,Dondo,MZ,-19.6094,34.7431,63.61,89,0,5.26,clear sky
674,Alanya,TR,36.5438,31.9998,80.73,42,0,5.28,clear sky
675,Eenhana,NA,-17.4667,16.3333,63.09,33,1,6.17,clear sky
676,Scarborough,GB,54.2797,-0.4044,67.46,70,100,14.65,overcast clouds
677,Pemba,MZ,-12.974,40.5178,74.1,78,20,9.22,few clouds
678,Spring Valley,US,36.108,-115.245,103.96,14,75,16.11,broken clouds
679,Glace Bay,CA,46.1969,-59.957,90.05,40,40,9.22,scattered clouds
680,Makarov,RU,48.6333,142.8,56.5,99,100,8.57,overcast clouds
681,Veraval,IN,20.9,70.3667,81.16,83,100,20.07,overcast clouds
682,Otradnoye,RU,59.7775,30.8181,68.09,97,13,2.48,few clouds
683,Itapuranga,BR,-15.5622,-49.9486,86.04,20,0,3.83,clear sky
684,Nuh,IN,28.1167,77.0167,86.67,68,88,6.71,overcast clouds
685,Sampit,ID,-2.5333,112.95,72.57,99,97,2.24,overcast clouds
686,Cambuci,BR,-21.5753,-41.9111,79.09,47,5,2.68,clear sky
687,Supaul,IN,26.1167,86.6,80.38,87,100,10.07,overcast clouds
688,Bandarbeyla,SO,9.4942,50.8122,76.59,83,32,29.86,scattered clouds
689,La Ronge,CA,55.1001,-105.2842,61.05,72,75,8.05,broken clouds
690,Feldru,RO,47.2833,24.6,70.72,58,8,6.06,clear sky
691,Palmas Bellas,PA,9.2319,-80.0867,78.76,88,97,5.32,overcast clouds
692,Uyutne,UA,45.1994,33.3014,70.63,74,0,8.81,clear sky
693,Dubbo,AU,-32.25,148.6167,42.93,94,75,8.05,broken clouds
694,Yingkou,CN,40.6648,122.2283,68.85,89,1,1.23,clear sky
695,Yerbogachen,RU,61.2767,108.0108,66.22,95,51,7.14,broken clouds
